date,open,high,low,close,volume,bb_sma_20,bb_upper_20,bb_lower_20,rsi_14,macd,macd_signal,macd_hist
2020-09-08T04:00:00+00:00,28.37591447320603,30.08071717383242,27.794621666078665,29.816936492919922,1746100,29.816936492919922,,,0.0,0.0,0.0,0.0
2020-09-09T04:00:00+00:00,29.924401247468964,30.51057991725921,29.50430836647307,30.383575439453125,734100,30.100255966186523,30.90160444934258,29.298907483030465,0.0,0.04520196724481096,0.009040393448962193,0.036161573795848764
2020-09-10T04:00:00+00:00,30.62781532439299,31.018600469436056,30.09536998195601,30.36403465270996,876000,30.188182195027668,30.831495459578434,29.544868930476902,99.7354293082348,0.0785426826138611,0.022940851281941975,0.05560183133191913
2020-09-11T04:00:00+00:00,30.373805694940334,30.999061951313944,29.562925788676825,30.03186798095703,641200,30.14910364151001,30.69713232483948,29.60107495818054,95.12810005851473,0.07727162616642858,0.0338070062588393,0.04346461990758928
2020-09-14T04:00:00+00:00,30.285877493488066,32.044411570326375,30.149103159163687,31.458234786987305,1281500,30.410929870605468,31.674381912893118,29.147477828317818,95.9856751418958,0.1891794425229456,0.06488149351166056,0.12429794901128505
2020-09-15T04:00:00+00:00,31.907638738361825,32.51335527324163,31.604778607511285,32.034645080566406,1043600,30.681549072265625,32.423583201064766,28.93951494346648,96.27131247615183,0.3206820634578911,0.11604160750090667,0.2046404559569844
2020-09-16T04:00:00+00:00,32.01510465175516,32.35704049613769,31.14560558963938,31.61454963684082,1049600,30.81483486720494,32.554468538210735,29.075201196199146,91.17918697549139,0.38654479872558767,0.17014224574584286,0.2164025529797448
2020-09-17T04:00:00+00:00,30.461731357625162,31.614548931273923,29.458389125016406,29.88532257080078,1339200,30.69864583015442,32.438183032067016,28.959108628241818,73.860880422209,0.2957975484537734,0.19527330628742898,0.1005242421663444
2020-09-18T04:00:00+00:00,30.285877475781618,30.471501117549426,29.006055433237414,29.58246421813965,937900,30.574625651041668,32.36388726998142,28.785364032101914,71.30635539746771,0.1971687225475769,0.19565238953945857,0.0015163330081183202
2020-09-21T04:00:00+00:00,28.654348307427767,29.55315508197807,27.80438897773138,29.48476791381836,931700,30.465639877319337,32.287961373612674,28.643318381026,70.45979043198008,0.1098550515065746,0.1784929219328818,-0.0686378704263072
2020-09-22T04:00:00+00:00,29.318683702179655,29.40661059277437,28.27333274000977,29.054903030395508,648500,30.337391073053535,32.2641685192767,28.41061362683037,66.70710090849889,0.005903779489077721,0.143975093444121,-0.13807131395504327
2020-09-23T04:00:00+00:00,29.16236967024838,30.62781536359342,28.78135252285949,28.966976165771484,868400,30.22318983078003,32.223436383896086,28.222943277663976,65.93356206106141,-0.0826209131953668,0.09865589211622343,-0.18127680531159024
2020-09-24T04:00:00+00:00,28.7031969955691,29.40172629501843,28.22448493430499,28.88882064819336,829500,30.12054604750413,32.173697175704746,28.067394919303517,65.20971782042314,-0.15727094546781473,0.0474705245994158,-0.20474147006723054
2020-09-25T04:00:00+00:00,28.8888192331813,29.45545816196479,28.327066166901872,29.269834518432617,1044500,30.05978093828474,32.08411788138574,28.035443995183744,67.105662056538,-0.18357090765115558,0.0012622381493015283,-0.18483314580045712
2020-09-28T04:00:00+00:00,29.729008905396743,29.816935796981998,28.5664214548666,28.74227523803711,670900,29.971947224934897,32.03788907479999,27.906005375069807,62.06240210748881,-0.2441688159727775,-0.04782397267511428,-0.19634484329766322
2020-09-29T04:00:00+00:00,28.74227643288989,28.849743052275077,27.472224178054987,27.843469619750977,940300,29.8389173746109,32.10081456668178,27.57702018254003,54.541674635692154,-0.36056285254418796,-0.11037174864892903,-0.25019110389525895
2020-09-30T04:00:00+00:00,28.361259812788855,28.937668604429973,27.925532928956642,27.960704803466797,602100,29.72843428219066,32.10045044109636,27.356418123284957,55.302511014573746,-0.4382936887348414,-0.17595613666611154,-0.2623375520687299
2020-10-01T04:00:00+00:00,28.263563129376628,28.54688166337779,27.75554150441042,28.351490020751953,709800,29.651937378777397,32.042924679620754,27.260950077934044,57.83580995303798,-0.4630253671208955,-0.23336998275706833,-0.22965538436382715
2020-10-02T04:00:00+00:00,27.5650345673229,28.12678951401601,26.88604500473198,26.983741760253906,1041500,29.511506030434056,32.137912773484345,26.885099287383763,47.655344080022026,-0.5862335192053045,-0.3039426900467156,-0.28229082915858894
2020-10-05T04:00:00+00:00,27.354987654214888,27.99001378064846,26.524568013458374,26.886045455932617,928600,29.380233001708984,32.19333942387605,26.567126579541917,47.018697988986055,-0.6838768362064052,-0.3799295192786535,-0.3039473169277517
2020-10-06T04:00:00+00:00,27.35498683989472,29.504307979822116,27.32567725459559,27.95093536376953,1977600,29.286932945251465,32.16214572692291,26.41172016358002,54.20085788418584,-0.667636059599694,-0.4374708273428616,-0.23016523225683239
2020-10-07T04:00:00+00:00,28.99628662140866,31.31168984293016,28.859512282212968,31.301921844482422,2343500,29.33285026550293,32.30935185249239,26.35634867851347,68.61769358494722,-0.37998825542531733,-0.42597431295935273,0.045986057534035396
2020-10-08T04:00:00+00:00,32.044412355528515,32.122571249526814,29.96348025149925,30.481271743774414,1571400,29.33871212005615,32.32421257134175,26.353211668770555,63.3577354562882,-0.21575778149417602,-0.3839310066663174,0.1681732251721414
2020-10-09T04:00:00+00:00,30.530120110032666,31.712245466256018,30.530120110032666,31.33123016357422,1063700,29.40368022918701,32.50692157330105,26.30043888507297,66.24391031667331,-0.01682545325647311,-0.3105098959843486,0.29368444272787547
